pedon_ID,horizon,mean_DOC_wet,mean_DN_wet,mean_MBC_wet,mean_MBN_wet
2,a,0.046810782037628604,8.759420044233649e-4,0.2445098892127818,0.03415071367624442
2,b,0.04915721553739814,0.00295125109334908,0.07274078470390423,0.006055605325001504
2,c,0.03437909824452474,3.4667092740342157e-4,0.05418455076016986,0.001952128082310014
3,a,0.0668462998783272,0.02456689897728193,0.39420589383012783,0.06177693293219625
3,b,0.05626509279292778,0.005866753633783829,0.12343240737568689,0.015607082772962888
3,c,0.034667121777766485,9.46694143414006e-4,0.06031144314087439,0.0034178533937112596
4,a,0.02248360621779502,0.005996852038087609,0.09340882655241917,0.016975365152176992
4,b,0.016861709676574237,0.0018438180686555859,0.02384083900819822,0.0028022208107113503
4,c,0.018877457572635207,0.00269476128461639,0.031014722072086394,0.004067791784973892
5,a,0.02250432574094303,0.017352482842732966,0.12707819128691408,0.0396309959135413
5,b,0.016387853179448287,0.0017408367789578797,0.03849911963425219,0.00404731235696266
5,c,0.014181172928553762,0.001114821605163693,0.030017135340377712,0.003090574817864947
6,a,0.014419893056924482,0.009208595633004642,0.06994408755988595,0.022296923507518808
6,b,NA,0.0022034737578060467,0.03193030912840069,0.00524325963597207
6,c,0.010185851528020949,0.001726772586263155,0.02104444274947581,0.003947531473018236
7,b,NaN,NaN,NaN,NaN
7,c,0.017090218183782098,NA,0.021855915246318795,0.0017481483330443243
7,e,0.029583626874401206,0.002077966142557451,NA,NA
7,o,0.21296496845637128,0.028645753415741288,1.0649552589297175,0.1925963959087877
8,a,0.012750428075780884,0.004626295473589603,0.06399406465479165,0.012262153687011994
8,b,0.010833426154275202,0.0017605865482796911,0.024870961360254965,0.00428678979024002
8,c,0.009246720350637437,0.001402421103377172,0.01472058730269791,0.002369888873640528
9,a,0.01680544295284549,0.0016043016900806537,0.09183609264814323,0.010583604242634761
9,b,NA,NA,0.04076061953468268,0.005756491623492979
9,c,0.018743132930407712,NA,0.020153938125482686,0.001917600323949192
10,a,0.01586429540217211,0.006756839973732292,0.08952220481744258,0.02141953582141629
10,b,0.019366142338562122,0.0027491068284410656,0.052798230252873106,0.006373703545038996
11,a,0.02528143983858529,0.007133428308342707,0.4114043599708598,0.0581784481879172
11,b,0.01326488842347253,0.005593962280585515,0.11094062224416698,0.019314124555251496
11,c,0.009967054254828574,NA,0.03352448042423477,0.004069157318373746
12,a,0.023771075143038025,0.011966596239891302,0.28486264911050546,0.06692036414917645
12,b,0.018370384792906123,0.0018946661044513622,0.10412086996360835,0.004595489303351273
12,c,0.015279840346326214,0.002762781992448621,0.05669244011670732,0.006758827276404228
13,a,0.04965856970958207,0.012146831517331095,0.1275940410434269,0.03717174061097699
13,b,0.058933200383530664,0.003994585144789006,0.1322421893404618,0.021675550450504087
14,a,NA,NA,0.13485999024259596,0.03606338910890618
14,b,0.015268222453581117,0.005828049176987455,0.02640841066026067,0.00850263569637496
14,c,0.01834382939620683,0.007152447142988573,0.0429459239158098,0.012780318624922963
15,a,0.014565400693319236,0.00243766620904106,0.1025890181224301,0.01078198721120751
15,b,0.012465668800404062,0.0011886674508003305,0.046646925659472406,0.0038859269242141506
15,c,0.06848339333516408,0.004599274555894529,0.08465840042082734,0.0054780002765149214
16,a,0.031809217306567744,0.002527384585455993,0.2391541925507424,0.024552404709275208
16,c,0.02040015010623296,5.178604353769352e-4,0.06340871140804681,0.005064488435106989
17,a,0.020405988831353087,0.0032866030678894735,0.29762686946584554,0.04254816043583717
17,b,0.01881917666519906,NA,0.09674710439673936,0.007378690296243839
17,c,0.022155077379671793,0.0020459562257010744,0.08837753226671996,0.008045979288675727
18,a,0.02643379760655052,0.0018313887765313282,0.12204877864432116,0.014226067267643748
18,b,NA,NA,0.05942272321177124,0.0058322151910696046
18,c,0.02169816217915697,6.618132030886317e-5,0.04485398638383036,0.0020418887577486754
19,a,0.03366601909481768,1.2614221906662344e-4,NA,NA
19,b,0.03869669131834584,0.0020980589893528174,0.06202848554039634,0.0034654263563147487
19,c,0.027342499669800555,0,0.038338570106668815,5.116718686967046e-4
20,a,0.03720431969563125,0.0013131613270437662,0.25509934734284406,0.03576681216002695
20,b,0.0249424839807082,0.0021965678764238766,0.13897484446355157,0.019883768264219823
20,c,NA,NA,0.11933022664535196,0.010039501365982039
21,a,0.1364073778966663,0.0051348547565191055,0.5860609620687331,0.060922560373732865
21,b,0.04694713742428503,0.003145480891029307,0.1163760278329241,0.014250786511705516
21,c,0.026611852396233777,0.0015774186306117817,0.036881448169808304,0.003291891726495581
22,a,0.12641361492522823,0.012021629462085702,0.4639846985338658,0.04401816308877059
22,b,0.0932452674521397,0.006491859309071509,0.2920453107843427,0.02597239658167408
22,c,0.05913852097160801,0.0034539632138109086,NA,0.012071711422248088
23,a,0.09136425243518188,0.010100703314458077,0.41529688286512256,0.03798330704163262
23,b,0.07475217746679652,0.00440456985917672,0.21070415682827165,0.0180618952863953
23,c,0.037638148779891856,0.0035709345124927843,0.08359829376670803,0.00860815751589851
24,a,0.0368927294277292,0.002534965273385879,0.3760745387808505,0.04179073611820124
24,b,0.03224219561100089,0.0026158146323836556,0.31799293963986625,0.0407387376822894
24,c,0.035002898853195304,0.0027660072524327583,0.2257447504105532,0.022519494021057813
25,a,0.03962446407556304,0.0020709646417827487,0.174795064819249,0.017695073829168972
25,b,0.05014334278923745,0.001022442582275605,0.17130933693382436,0.014127351981534579
25,c,0.03363149957050899,0.0014333541868907012,0.07992524480906457,0.00536233457624316
26,a,0.029121342531933703,0.003208075323600135,0.15546866607658938,0.01162485829449402
26,b,0.016405431158758525,0.0011281005270283484,0.053932209533636304,0.004904909059492191
27,a,0.01895295036188131,0.0017483590219690985,0.0765474297289742,0.008803931300394325
27,b,0.01657663667777295,6.927692441354301e-4,0.03448688478936254,0.0028285561413360894
27,c,0.014968755780434205,0.0011778232589566549,0.04114945347156428,0.004074152336586393
28,a,0.04168243420285722,0.004691597285155605,0.1838607327784744,0.029057141992999663
28,b,NA,NA,0.06871732308082414,0.006268363213824106
28,c,0.03104902043552365,0.002021208358144158,0.04532906279485655,0.003166097750662786
29,a,0.08162428332975613,0.018546154795325325,0.3389179856026288,0.049263605497621925
29,b,0.015309517763510534,0.001356973941055056,0.12595774962672932,0.009153462739281125
29,c,0.024137479627335926,NA,0.06781187297898365,0.004130356347810406
30,a,0.016693471470015302,0.002264306663987137,0.028092347493732153,NA
30,c,0.010083767344509532,3.8097741890221604e-4,NA,NA
31,a,0.03409111529728594,0.006859134039362753,0.0382337878303159,0.007249052521270442
31,b,0.017500909041103463,NA,0.03441453602945376,0.0038392419965322753
31,c,0.013742419458213766,0.0038430331500406392,0.02341128061074951,0.004644348694620977
32,a,0.0543797762234631,0.006566902795917535,0.288298607778869,0.024137190634749173
32,b,0.020994627632343183,0.0018204902456978175,0.08096319407199595,0.005881851215431783
32,c,0.02003190476058951,0.0014232502124112906,0.07815939394123361,0.004890973884981173
33,a,0.12438150451462854,0.015422855682818771,NA,0.017055564016407072
33,b,0.02765347296547085,0.0039888231768698094,0.06537000530170418,0.008517089587783466
33,c,0.020717357595187547,0.003441764891018428,0.03888591771072843,0.005337490266869697
34,a,0.09886683821912254,0.008511882714519355,0.3695813917781,0.025956196355418532
34,b,0.018576980298019838,0.001724585104334684,0.11987191176780691,0.012867746225074481
34,c,0.02334975131409985,0.0014551944002750277,0.11806297609767812,0.012653966114934528
35,a,0.017635413977749106,0.0030150516672381856,0.025725121801906777,0.004519211603294032
35,b,0.016907828034619942,0.0018676345375033755,0.05190144873370791,0.007867291672081842
36,a,0.025502011547454677,0.0068313463363527255,0.06868922295105996,0.015417380639973471
36,b,0.01573192085187162,0.001350417828453181,0.042839016794638474,0.0033230944255169216
36,c,0.01546540891184297,0.0012290824397544766,0.03155603359385512,0.0022532387735462417
37,a,0.032541573427187005,0.004215896184327859,NA,NA
37,c,0.03070854503369796,0.0037783364224285533,NA,NA
38,a,0.03940387484653755,0.005211125109082644,0.30432356698343765,0.05219191058834434
38,b,0.019223820506692937,0.001423073856901438,0.18573435737043,0.018672888769693363
38,c,0.015567003507111567,0.0010132733874436992,0.07504609144998754,0.007122313193792458
39,a,0.02266417089665803,0.0024451320819757877,0.05517146684574709,0.006179197977981677
39,b,0.016569540590711584,0.0014718008291763696,0.04301322640152274,0.004198906461516992
39,c,0.017133361411657992,0.0016746129443053282,0.041526845026436957,0.00445227764450148
40,a,0.07473965895004739,0.011993585645773906,0.18102773705804828,0.02346219413400043
40,b,0.015778988283939806,0.0013951590212704997,NA,NA
40,c,0.017559788735967925,0.0017469119556085641,0.09459108878960003,0.007243452446087334
41,a,0.036199402114525506,0.003576411918479501,0.23728094231038627,0.04954349254974017
41,b,0.03627808600982468,0.002464273376174294,0.15758103269961632,0.018642390854298044
41,c,0.026419606806590973,0.001813300929955851,0.11209137519434906,0.008852161194578581
42,a,0.04612289599326436,0.012306443177985103,0.31818564561284457,0.056751762806702015
42,b,0.02699666347218833,0.0022594651701025393,0.0524578899969058,0.005448299338398626
42,c,0.03533420805368603,0.0016705540216189162,0.05945089744407196,0.003542297481330521
43,a,0.016092492635400826,0.01816816307972434,0.06523830483082566,0.026904938317679088
43,b,NA,NA,NA,NA
43,c,0.03001027169731686,NA,0.05169225165049979,0.00340940774302187
44,a,0.05600846960027578,0.0051938236119915574,0.3170660077322482,0.045810307221179986
44,b,0.03485933267776082,0.002328115338645601,0.1103397520850767,0.014970103738283908
44,c,0.025583981182287885,0.005284339567354991,0.06718583872934075,0.011899308830580234
45,a,0.01980372275529068,0.005224636627609177,0.4791386141841865,0.06038538170605157
45,b,NA,NA,NA,NA
45,c,NA,NA,NA,NA
46,a,0.06321176209846915,0.006442368138591832,0.2875239693629993,0.03846967281875225
46,b,0.07353044177127738,0.0033027609937387992,0.1630409072089622,0.012895036787408717
46,c,0.05051482828108749,0.002493096412631042,0.09177074576090909,0.007191277384402963
47,a,0.03946668658492031,0.008109681997934659,0.2275823193488443,0.05024654461750195
47,b,0.037177657243247016,0.0025178196440709738,0.09223806392856972,0.01113466132997612
47,c,0.022542328721550698,0.0013458095162324063,0.05119818247601632,0.005670131356076165
48,a,0.0788777194408533,0.003676088624721572,0.3469248843495334,0.04090192594385072
48,b,0.0678885180422067,0.003372057632769126,0.13726836943096604,0.014798295319569445
48,c,0.03441840400914526,0.004645393674651536,0.06142866370531582,0.009656899060755616
49,a,0.16125196683414292,0.006357210111702207,0.7816094808905996,0.08329416573827648
49,b,0.0699173927900219,0.003212483940924543,0.20042473446339176,0.022776313422562658
49,c,0.0658014547077489,0.0019359222127274475,0.1522573308833317,0.013575991127276161
50,a,0.039881760612041,0.005076971762018962,0.20700489618176005,0.03743518450648345
50,b,0.04129752080009458,0.0020245386355000326,0.10004575604691612,0.00800421305249236
50,c,0.03794265031868269,0.004075688108981398,0.06543918470478519,0.0062922373600459
51,a,0.018636703276718767,0.005382006093073579,0.3230964954320536,0.06526945845868723
51,b,0.036529792601526445,0.003281650048072844,0.25746829637449004,0.037595895426710525
51,c,0.01101413133679906,0.0011974259538416342,0.0547654341294506,0.007017587087874154
52,a,0.01373229482073103,0.001528944890402367,NA,NA
52,b,0.022956179450872263,0.005129636813502238,0.06960114357927533,NA
52,c,0.021544539561764418,0.0020583960954159482,0.038816654324484647,0.0040663964130762745
53,a,0.07492819187159375,0.005042038654501142,0.2559912547868013,0.028126364784899653
53,b,0.02542817554336505,NA,0.042931885922542115,0.0033110446339683327
53,c,0.021942867402996245,4.1370700041225153e-4,0.03193742231242561,NA
54,a,NA,0.0015899640170990148,NA,NA
54,b,0.08291306159257372,NA,NA,NA
54,c,0.028645970170565645,6.003307932324554e-4,NA,NA
55,a,0.05152931388840036,0.0021414798625305938,NA,NA
55,b,0.03334245348766464,3.8574498308170706e-4,NA,NA
55,c,0.05426835987316942,NA,NA,NA
56,a,0.12393786675272285,0.039314502046515494,0.5225740371646291,0.10000991399105086
56,c,0.039572515115537915,0.006856385713699559,0.13562697389531422,0.022967717059841523
57,a,0.11682273437735598,0.008440691834658998,0.9238690838734006,0.12856344487955168
57,b,0.08453882956288833,0.004789579425199776,0.23959803624809475,0.02742095752016815
57,c,0.04948201493997093,0.003852241776058779,0.08930535495358453,0.009298100841059429
57,e,0.025079960028273222,0.0028523925022483363,0.0847636439421406,0.012842286104580115
58,a,0.017907591732973765,0.0038218847593132314,0.2240641250386641,0.04686214346954624
58,b,0.017588601385151652,0.0018962700160654305,0.03238711013387166,0.0035157819298335907
58,c,0.014130585162778988,NA,0.019846894699592166,0.001768172615362
59,a,0.023212484817915973,0.016938344144164428,0.3192128314936099,0.057193762351786144
59,b,NA,NA,NA,NA
59,c,0.01182152099937211,NA,0.019799276138890032,0.0022929979310994087
60,a,0.016509920246393247,0.003204951109322167,0.10993983557120586,0.019277344955290893
60,c,NA,NA,NA,NA
61,a,0.03627827284121654,0.007892717681391062,0.2793386127801004,0.048978536500591634
61,b,0.015862351301685725,0.0023159833825414436,0.08003210225445805,0.012571778770489334
61,c,0.004621076125871932,7.719044714600789e-4,0.00910776197340936,7.723167915770673e-4
62,a,0.05467237988952302,0.0034330922229522266,0.2829025383205891,0.0349682904440589
62,b,0.028415008774185506,0.0025790825758644797,0.05550973381418271,0.005515274163522965
62,c,0.030585437847830355,0.002220525116280034,0.042937257366011235,0.003504668103029504
63,a,0.04812158949945674,0.0068177799277482215,0.1991805413398457,0.032650721122493
63,b,NA,NA,0.11778515632653566,0.016153062680131926
63,c,NA,NA,0.11806631331595514,0.016900548636315852
64,a,NA,NA,0.48761142402950325,0.06465029091325367
64,b,NA,NA,NA,NA
64,c,NA,NA,NA,NA
65,a,NA,NA,NA,NA
65,b,NA,NA,NA,NA
66,a,NA,NA,NA,NA
66,b,NA,NA,NA,NA
67,a,NA,NA,NA,NA
67,b,NA,NA,NA,NA
67,c,NA,NA,NA,NA
68,c,NA,NA,NA,NA
69,c,NA,NA,NA,NA
71,c,NA,NA,NA,NA
72,b,NA,NA,NA,NA
73,b,NA,NA,NA,NA
