pedon_ID,horizon,location,mean_GWC,mean_HWC,mean_VWC,mean_db
2,a,Whitlam Woods,0.4713749009015828,0.0168777632888635,0.5044753225236824,1.0667965897987302
2,b,Whitlam Woods,0.2920252985003029,0.011878927699346167,0.43296432125858864,1.4809400203374907
2,c,Whitlam Woods,0.2584296342280153,0.01683930791230241,0.4099516954118498,1.5886676130990913
3,a,Punderson Park,0.5972715114530746,0.014198539283880249,0.5271526095602685,0.884875285290813
3,b,Punderson Park,0.48974409810378966,0.011231747817101066,0.5123138672110051,1.0445803936261042
3,c,Punderson Park,0.18391363978232977,0.01783226525494569,0.05227512876770123,0.16468488966606093
4,a,Potato Creek,0.2193571964380376,0.008008596943036676,0.3210869107213465,1.4616580387537021
4,b,Potato Creek,0.1657304944535482,0.010677118677762163,0.2721693617903005,1.6398067816474
4,c,Potato Creek,0.18911651028086382,0.012304318598709185,0.3267457531426755,1.7303482603886675
5,a,Shoe Factory Rd,0.3168600648957132,0.026022968290800665,0.3972507379773111,1.2575205380731593
5,b,Shoe Factory Rd,0.26182304774844334,0.02619232755342643,0.3094338870685354,1.182488479301461
5,c,Shoe Factory Rd,0.18391363978232977,0.023129462899720725,0.05227512876770123,0.18262342014167457
6,a,Pecatonica,0.35740967263434287,0.029276455985550228,0.4475515595002374,1.262131446712761
6,b,Pecatonica,0.198579881656805,NaN,0.031651791943301456,0.1593907282007729
6,c,Pecatonica,0.19725746709748634,0.04507124164001196,0.03147573906797122,0.10140645619021954
7,b,Black River Falls,0.14194659428557327,0.004465778634659503,0.2540191486907778,1.7886133786527239
7,c,Black River Falls,0.16456703012472332,0.0035840659881689165,0.28922972375682626,1.758432885738968
7,e,Black River Falls,0.11647266445712302,0.005069894302905081,0.15425585267030764,1.3380018525098414
7,o,Black River Falls,0.4316644113667131,NaN,0.020057452582266936,0.0464653838818032
8,a,Fox Coulee,0.35219696703964826,0.028805084943935834,0.4116283894626141,1.1711707944588023
8,b,Fox Coulee,0.40294408806351556,0.021788759387849996,0.4870796217470038,1.2118306251898345
8,c,Fox Coulee,0.17241595191886344,0.009917704156994514,0.034632115618534874,0.13022882692285637
9,a,Great Bluffs,0.26414164038213805,0.014460597022300717,0.3831245905996225,1.4495020068856617
9,b,Great Bluffs,0.24003740930530454,0.026908104285902096,0.36593847657928924,1.5236957186319782
9,c,Great Bluffs,0.16942235981144005,0.03225806451612901,0.030281094556801644,0.12562001415081828
10,a,Blue mounds,0.28484181510844,0.16629075251179007,0.3139609610055987,0.8421520729435593
10,b,Blue mounds,0.3033528070841178,0.02737985940748458,0.3248594723355663,1.0722458454637138
11,a,Good Soldier,0.251215897941295,0.046597358351362965,0.2678518746095831,1.0634432016972015
11,b,Good Soldier,0.2993364589076426,0.04153420029603695,0.38522045816307765,1.2839284693726958
11,c,Good Soldier,0.3788692175899481,0.07792887029288655,0.04171195624788665,0.07909175424211137
12,a,Cottonwood,0.27115225677147625,0.033824606687227934,0.38396293762500466,1.4201598609972879
12,b,Cottonwood,0.16407066706453075,0.036851694000677934,0.25737253679230637,1.568966458002612
12,c,Cottonwood,0.13965218305049112,0.044396211523283616,0.033424895901984546,0.15153751244050606
13,a,Stagebarn,0.3727409758571235,0.020031985348442864,0.30473914372639566,0.8660124772197156
13,b,Stagebarn,0.16229732109776962,0.008876259100474317,0.18485551909675452,1.1531463334130871
14,a,Spearfish,0.38543369452246096,0.019626463255525424,0.30683501128985097,0.8060706649048951
14,b,Spearfish,0.09530592517616646,0.006232328452488742,0.12197949219309649,1.280155907758476
14,c,Spearfish,0.2919778418613824,0.09304754510499849,0.29614608671622916,1.0135615536869662
15,a,Twisted Cedar,0.16249390863500804,0.01763159344265017,0.1856938661221366,1.1418286485704288
15,b,Twisted Cedar,0.11949465159617025,0.016683135078333758,0.15467502618299867,1.2923119396265168
15,c,Twisted Cedar,0.16963774993292421,0.034714902984464086,0.14461486187841344,0.844634628072472
16,a,Tensleep,0.0789396908343009,0.018360960405893773,0.10479337817276334,1.327103341179874
16,c,Tensleep,0.10342344975524072,0.023472260511087334,0.13371635054844602,1.2977611952915005
17,a,Grab Bag,0.33428574670267974,0.04869466802106599,0.40282574569610197,1.2051238489867777
17,b,Grab Bag,0.2296543184670299,0.030588750894635967,0.32402112531018396,1.412614737768849
17,c,Grab Bag,0.2086054950751681,0.06131035864556145,0.025301313226031925,0.09202535297619384
18,a,Potosi,0.21302461829300454,0.01342933479734136,0.20581419473130716,0.9620032116259668
18,b,Potosi,0.18698243910659487,0.011123502081734425,0.22174278821356705,1.182488479301461
18,c,Potosi,0.1270146293082075,0.015840477077898034,0.025766595825119077,0.1351708826374839
19,a,Turah,0.1717648811423951,0.013898252782566062,0.13832725918804759,0.8731384269354636
19,b,Turah,0.18282385999520703,0.013452698312290843,0.16766940507642134,1.0370352703976653
19,c,Turah,0.14486494974874362,0.015182186234817732,0.023201253927449775,0.1484125739033943
20,a,Clearwater,0.5392462385863739,0.024550848397471462,0.3147993080309809,0.6107358079908644
20,b,Clearwater,0.17326667706414547,0.009793968338272186,0.17102279317794972,0.9959562661539422
20,c,Clearwater,0.24632168233689825,0.02092648900017966,0.04315810486667086,0.12275915492670178
21,a,Olympic,1.4313173459323276,0.07219628893280017,0.28084625350300557,0.19910741852825023
21,b,Olympic,0.7218068639568387,0.0418223464020603,0.35168657714779367,0.4904330098485321
21,c,Olympic,0.6352932409270436,0.10820068506951419,0.10720362587073681,0.11557871265430408
22,a,Disappointment,0.6854335425367541,0.03930772599323812,0.2636601394826724,0.38270541708693145
22,b,Disappointment,0.6109604118004642,0.03419912758392482,0.36971103819350887,0.6098974609654823
22,c,Disappointment,0.5627257639363471,0.09858938975774201,0.07248348381453694,0.10541165910398259
23,a,Clatsop,0.9835764921284851,0.048232704969182465,0.30138575562486725,0.30851170534061506
23,b,Clatsop,0.5866412902237992,0.03284978513265751,0.4045024397468663,0.694570510529075
23,c,Clatsop,0.6114056342374403,0.037286091562415996,0.4158201245895248,0.6853486932498718
24,a,Siuslaw,0.35811166601194033,0.03882613509055724,0.2749778243253309,0.788465377371871
24,b,Siuslaw,0.41205526971422934,0.0521806407265518,0.2510849341019409,0.6128316755543196
24,c,Siuslaw,0.41739931264764724,0.029844766383509677,0.29174476483297296,0.7067265423971155
25,a,Alsea,0.4516708668838488,0.029916122492187384,0.3047391437263957,0.6740310084072134
25,b,Alsea,0.46779821656207415,0.039014212608516056,0.3185718696452004,0.6832528256864165
25,c,Alsea,0.3843494657448136,0.09037537804661136,0.04613842854190413,0.09536407000477809
26,a,Klamath,0.11506014887463707,0.01951331381964905,0.12197949219309655,1.0558980784687626
26,b,Klamath,0.1832595631665696,0.03128190757875417,0.15299833213223452,0.8362511578186509
27,a,Shasta,0.18866677114622696,0.02494532323494691,0.2116826239089818,1.1187741053724207
27,b,Shasta,0.1880057409718253,0.02411075068686177,0.20371832716785185,1.0751800600525512
27,c,Shasta,0.2011355654265999,0.0213577844624483,0.21503601201051029,1.1464395572100303
28,a,El Dorado,0.5323685454937204,0.019264310613662478,0.4053407867722484,0.7607999255342613
28,b,El Dorado,0.4722918253896515,0.013524602600689576,0.4677976401632153,1.001405521818926
28,c,El Dorado,0.3485846537297486,0.021294615849969993,0.12311126067736221,0.22855435779479674
29,a,Merklee,0.19568931561486075,0.039870420542529504,0.15467502618299867,0.7901420714226352
29,b,Merklee,0.24265058923469052,0.05142912454537274,0.2871338561933714,1.1795542647126236
29,c,Merklee,0.1463420844898273,0.06593406593406512,0.07226970532306455,0.28754464623580855
30,a,Bishop,0.006838595233678147,0.004101062206715148,0.010479337817276387,1.5329175359111813
30,c,Bishop,0.02556314902670151,0.01203218858930584,0.03646809560412169,1.428543331251109
31,a,Death Valley,0.00845321224411607,0.012587925352505254,0.011317684842658505,1.3474332565453901
31,b,Death Valley,0.034177930821812155,NaN,0.008362511578186498,0.24467577109289462
31,c,Death Valley,0.04685547688463146,0.01762700590338433,0.008488263631993833,0.16620020191443907
32,a,Flagstaff,0.08624242247285024,0.04074564821599984,0.07461288525900761,0.8572098334532036
32,b,Flagstaff,0.10643241284679819,0.037096603484693,0.09599073440625125,0.8936779290573251
32,c,Flagstaff,0.12425492893168286,0.07856972016264008,0.023855164607247858,0.1485697639706534
33,a,Jerome,0.04032978159360104,0.030281042582366784,0.045689912883324815,1.135541045880063
33,b,Jerome,0.08661721097969768,0.030639226141037767,0.09599073440625126,1.1095522880932176
33,c,Jerome,0.08764923836969953,0.03987357160223717,0.026772612255577578,0.20444768907993421
34,a,Tonto,0.043428020461935925,0.013764870439362257,0.04736660693408905,1.0940428681236487
34,b,Tonto,0.05068605171642051,0.007803945873360116,0.05700759772598326,1.1250617080627865
34,c,Tonto,0.05532125426802325,0.009893699568374416,0.051139168548308495,0.9209242073822437
35,a,Gallup,0.02887083623722896,0.0158439663385811,0.039821483705650106,1.37321242757589
35,b,Gallup,0.05443847481674545,0.01952100613302407,0.07461288525900757,1.3694398659616704
36,a,El Malpais,0.033298945392109085,0.0029453738918221424,0.042755698294487485,1.2684190494031267
36,b,El Malpais,0.018133059197039784,0.006706929109935377,0.024731237248772277,1.3803383772916378
36,c,El Malpais,0.02308323790407184,0.007223534522392685,0.026827104812227425,1.1611106301542171
37,a,Vegas,0.1592102876309482,0.021657066919368414,0.19072394827442915,1.200093766834485
37,c,Vegas,0.09202036013850509,0.025180679454289978,0.10102081655854378,1.1032646854028518
38,a,Kiowa,0.2028243102005512,0.025292374756093857,0.24395898438619293,1.216022360316745
38,b,Kiowa,0.12357013800802431,0.021339892300253148,0.15090246456877918,1.223148310032493
38,c,Kiowa,0.13630053878685935,0.033313006720605796,0.13455469757382812,0.9879919694128121
39,a,Rita,0.02238141979296243,0.00657452298692803,0.030180492913755897,1.3417744141240608
39,b,Rita,0.03459845444949845,0.008885172451881003,0.042336524781796406,1.2269208716467126
39,c,Rita,0.039850877940515235,0.009411953240107237,0.0461090863960159,1.1611106301542171
40,a,Silverton,0.059095444384612825,0.01402324337819398,0.061618506365584885,1.050029649291088
40,b,Silverton,0.05906683898717442,0.016238900915922824,0.07670875282246283,1.2977611952915005
40,c,Silverton,0.10902168183761757,0.030937279088618687,0.13916560621342972,1.271353263991964
41,a,Arbuckle,0.22298193880211784,0.025242168042779057,0.2481507195131035,1.1259000550881686
41,b,Arbuckle,0.16399908897755225,0.024307819852417204,0.23725220818313592,1.4490828333729706
41,c,Arbuckle,0.23559515667195352,0.03763857713007154,0.30683501128985097,1.3040487979818662
42,a,Bonham,0.13430444192547578,0.010071537114998688,0.14629155592917764,1.0793717951794617
42,b,Bonham,0.09905602150884366,0.011637334274981646,0.11653023652811288,1.1506312923369408
42,c,Bonham,0.17584798941030907,0.02819930844598005,0.204137500680543,1.160691456641526
43,a,Gambil,0.3345567357196578,0.009337541394616358,0.450192352630191,1.3727932540631989
43,b,Gambil,0.20975456295327768,0.01511087792522983,0.300128235086794,1.4306391988145641
43,c,Gambil,0.24448689008508412,0.05470798569725817,0.035411778352140155,0.1251735943598023
44,a,Ouachita,0.3268102629339327,0.01358369966539038,0.2523424546400141,0.7721176103769198
44,b,Ouachita,0.2190082762140255,0.008246933989574316,0.30180492913755835,1.3753082951393452
44,c,Ouachita,0.22756011499997744,0.00991483317304414,0.276654518376095,1.2189565749055824
45,a,Dagmar,0.22461729766098243,0.017459121830282844,0.24060559628466457,1.088593612458665
45,b,Dagmar,0.12659018605213693,0.016516700993889837,0.2242578292897131,1.75927123276435
45,c,Dagmar,0.17064201947922905,0.030916716596764853,0.021591627638716176,0.1157359027215632
46,a,Lewis,0.28913704242103877,0.01177774841049584,0.23431799359429872,0.8236759524379194
46,b,Lewis,0.24685047459453133,0.013349094470904368,0.25946840435576196,1.0550597314433805
46,c,Lewis,0.20029493407355978,0.02226211849192101,0.029036149224109215,0.12501640429254313
47,a,Prentice,0.1861377890014337,0.015145704801887263,0.16976527263987665,0.9117023901030404
47,b,Prentice,0.09527165119445796,0.008934049682242876,0.1031166841219991,1.0831443567936812
47,c,Prentice,0.10587826498368344,0.010264936788391032,0.11233850140120234,1.0609281606210554
48,a,Stone Mountain,0.2926009900376408,0.011715492370455487,0.16892692561449452,0.592292173432458
48,b,Stone Mountain,0.19612320808439906,0.006775745157096105,0.17437618127947813,0.899546358235
48,c,Stone Mountain,0.17950153995604892,0.007175158969549505,0.15760924077183605,0.8861328058288862
49,a,Jefferson,0.5260354327039658,0.01933457642186472,0.3055774907517778,0.7167867067017007
49,b,Jefferson,0.16298652334894534,0.009983479789061826,0.1907239482744292,1.1711707944588023
49,c,Jefferson,0.17602442049069308,0.00814192447999753,0.18108295748253497,1.0290709736565353
50,a,Monagahela,0.3979637138362151,0.016024229983687913,0.47031268123936154,1.1875185614537533
50,b,Monagahela,0.19062422892639183,0.013471966719457154,0.28797220321875333,1.5144739013527748
50,c,Monagahela,0.24330909203255377,0.018657746716038925,0.35252492417317555,1.4495020068856617
51,a,Finger Lakes,0.5086917199597164,0.020788571359256533,0.5834895296659459,1.1497929453115587
51,b,Finger Lakes,0.3337940127330626,0.013355182803177344,0.6954088575544568,2.073232193769949
51,c,Finger Lakes,0.19567846488752735,0.008957362952346313,0.030520023459035598,0.11308253438622887
52,a,Waitsfield,0.2587223809952925,0.0067159935975831956,0.33450046312746023,1.2839284693726958
52,b,Waitsfield,0.3293290826471604,0.009393886052924915,0.3906697138280615,1.2239866570578752
52,c,Waitsfield,0.404313429869646,0.008401573169981049,0.44558144399058935,1.1175165848343476
53,a,White Mountains,0.5552117700793745,0.018180129704677063,0.3848012846503868,0.6924746429656197
53,b,White Mountains,0.5078476604082153,0.0131343737198342,0.4392938413002238,0.8945162760827073
53,c,White Mountains,0.40593490180231667,0.012977010070752996,0.4158201245895248,1.0726650189764049
54,a,Bangor,0.32580010292358585,0.017238267599904294,0.2682710481222741,0.8274485140521388
54,b,Bangor,0.23548073338110206,0.01463055816849667,0.20246080662977875,0.8945162760827072
54,c,Bangor,0.17329435333288853,0.009818111306861534,0.17814874289369756,1.0232025444788606
55,a,Aroostook,0.335372085337204,0.018901120804648782,0.22048526767549395,0.6639708441026281
55,b,Aroostook,0.21493480121684277,0.010716435674064715,0.19365816286326662,0.9020613993111463
55,c,Aroostook,0.17352270218559104,0.012607370462731218,0.029652334287765064,0.13082614917844118
56,a,John Lusby,0.3185779521481865,0.10998199125289428,0.14084230026419395,0.4439047499398252
56,c,John Lusby,0.24431928657386245,0.00986242268501733,0.2659655938024733,1.0990729502759413
57,a,Halifax,0.5753877130289364,0.03844836057566837,0.13078213595960858,0.2846188151172251
57,b,Halifax,0.5811473395990282,0.029515744132999205,0.314799308030981,0.5466022605491332
57,c,Halifax,0.5419913419913422,0.13727678571428625,0.08659286425171778,0.10805245223393618
57,e,Halifax,0.17855128515026986,NaN,0.027866655123701203,0.15607087398025982
58,a,Kentville,0.5621732017975555,0.01941467629498286,0.4950439184881338,0.8861328058288862
58,b,Kentville,0.22162739439606446,0.008857779372351302,0.37725616142194746,1.7051978496272042
58,c,Kentville,0.18024882953554644,0.011417457140611698,0.3097692258786881,1.7131621463683342
59,a,Portobello Creek,0.4515813121407247,0.017204933587954104,0.22425782928971352,0.4929480509246784
59,b,Portobello Creek,0.3057486903908543,0.01164623866408143,0.36384260901583415,1.190871949555282
59,c,Portobello Creek,0.2948363271025873,0.011437631737428473,0.35545913876201307,1.2051238489867777
60,a,Cabano,0.43810679158258353,0.021528112003661688,0.3801903760107852,0.9033189198492194
60,c,Cabano,0.13485852745994498,0.006162461598006667,0.20686212851303468,1.5341750564492544
61,a,Trois R,0.42195880797514684,0.011743706734094379,0.29928988806141194,0.702115633757514
61,b,Trois R,0.19931755393219103,0.0053966817833180775,0.26324096596998137,1.3195582179514351
61,c,Trois R,0.18965689320306808,0.002410412784996311,0.2930022853710459,1.546331088317295
62,a,Vermontville,0.2984558528585158,0.014155836726732218,0.22886873792931503,0.7721176103769198
62,b,Vermontville,0.21942894100883592,0.01349259957505604,0.18066378396984403,0.8492455367120736
62,c,Vermontville,0.04722196875029937,0.004971661371789985,0.06371437392904014,1.3686015189362883
63,a,Ohio,0.3965660789844535,0.011201465328795684,0.29258311185835517,0.7431946380012372
63,b,Ohio,0.34110787172011675,0.01603498542274065,0.2942598059091194,0.8626590891181872
63,c,Ohio,0.24993198787346027,0.012996359900734538,0.29845154103602994,1.1971595522456475
64,a,Moscow,0.19643618343116748,0.03106147023839675,0.0938948668427959,0.48330706013278424
64,b,Moscow,0.16188576850829933,0.017792511665290705,0.1286862683961534,0.8018789297779846
64,c,Moscow,0.16829329775312948,0.018970240324345192,0.12700957434538918,0.7528356287931314
65,a,Brundage,0.3083120375696594,0.051450163286797385,0.17060361966525864,0.5566624248537185
65,b,Brundage,0.18730613122777948,0.046386254785096094,0.14126147377688503,0.7624766195850256
66,a,Payette,0.052079881170054965,0.01696911739271912,0.07293619120824332,1.388721847545459
66,b,Payette,0.05948233652985935,0.014924846572976038,0.054492556649836967,0.9226009014330079
67,a,Wallowa,0.18433727590250684,0.04536130155535199,0.15467502618299872,0.852598924813602
67,b,Wallowa,0.17725112951290203,0.044194460629388366,0.1605434553606735,0.9129599106411136
67,c,Wallowa,0.173204623708805,0.056596409055426684,0.035424353557520945,0.13447924634154362
68,a,Ribdan,NaN,NaN,NaN,NaN
68,c,Ribdan,NaN,NaN,NaN,NaN
69,a,Sagavinirktok,NaN,NaN,NaN,NaN
69,c,Sagavinirktok,NaN,NaN,NaN,NaN
70,a,Flat,NaN,NaN,NaN,NaN
71,a,Slope mountain,NaN,NaN,NaN,NaN
71,c,Slope mountain,NaN,NaN,NaN,NaN
72,a,Oksrikuyik Creek,NaN,NaN,NaN,NaN
72,b,Oksrikuyik Creek,NaN,NaN,NaN,NaN
73,a,Kuparuk River,NaN,NaN,NaN,NaN
73,b,Kuparuk River,NaN,NaN,NaN,NaN
